TrueCount,H17-2deck-30pen,H17-2deck-35pen,H17-2deck-40pen,H17-2deck-45pen,H17-2deck-50pen,H17-2deck-55pen,H17-2deck-60pen,H17-2deck-65pen,H17-2deck-70pen,H17-2deck-75pen,H17-2deck-80pen,H17-6deck-30pen,H17-6deck-35pen,H17-6deck-40pen,H17-6deck-45pen,H17-6deck-50pen,H17-6deck-55pen,H17-6deck-60pen,H17-6deck-65pen,H17-6deck-70pen,H17-6deck-75pen,H17-6deck-80pen,H17-8deck-30pen,H17-8deck-35pen,H17-8deck-40pen,H17-8deck-45pen,H17-8deck-50pen,H17-8deck-55pen,H17-8deck-60pen,H17-8deck-65pen,H17-8deck-70pen,H17-8deck-75pen,H17-8deck-80pen,S17-2deck-30pen,S17-2deck-35pen,S17-2deck-40pen,S17-2deck-45pen,S17-2deck-50pen,S17-2deck-55pen,S17-2deck-60pen,S17-2deck-65pen,S17-2deck-70pen,S17-2deck-75pen,S17-2deck-80pen-EqualBet,S17-6deck-30pen,S17-6deck-35pen,S17-6deck-40pen,S17-6deck-45pen,S17-6deck-50pen,S17-6deck-55pen,S17-6deck-60pen,S17-6deck-65pen,S17-6deck-70pen,S17-6deck-75pen,S17-6deck-80pen,S17-8deck-30pen,S17-8deck-35pen,S17-8deck-40pen,S17-8deck-45pen,S17-8deck-50pen,S17-8deck-55pen,S17-8deck-60pen,S17-8deck-65pen,S17-8deck-70pen,S17-8deck-75pen,S17-8deck-80pen
-7.5,422588,1156957,1853679,2514813,4651338,7744906,9845111,10893925,13605884,17075679,19302314,396,3706,17899,67613,178059,449741,922718,1580969,2685273,4007459,5888234,12,275,2801,14636,53969,164389,420422,891167,1768302,2965193,4959641,424052,1159859,1854296,2513839,4658654,7768778,9882619,10937446,13657546,17130984,19364282,1165,11185,53905,204156,535239,1359679,2771732,4755161,8091885,12077355,17702160,60,908,8451,44714,161758,497124,1266546,2684876,5326308,8928640,14930253
-7.0,967324,1750625,2690794,4826320,5629572,7193166,10344377,13064560,14440961,17914214,22323043,1558,11382,47258,149361,364368,785249,1427546,2445003,3891066,5557192,7761651,91,1347,8989,41129,125381,341006,766442,1525480,2656708,4355385,6530897,970070,1747261,2706089,4850534,5654550,7217984,10383543,13122424,14484190,17982484,22400278,4779,34744,143131,451286,1094527,2367947,4295557,7359887,11713211,16749315,23359192,311,4159,27254,123917,372917,1031767,2311989,4603433,8007982,13114843,19661201
-6.5,1174820,2036765,4118277,5434499,8521040,11707722,11704645,15837411,19282937,21020068,23212041,5689,33989,116166,320185,695023,1328550,2337339,3649892,5475999,7663995,10047166,502,5407,27068,103586,281380,672095,1345648,2512979,4137105,6378582,9019840,1172236,2043838,4138872,5457813,8555462,11753664,11757186,15897090,19348229,21107477,23290557,17214,102541,348360,966041,2091213,3998051,7038178,10993389,16490630,23076043,30251805,1638,16597,82139,311681,844404,2033137,4047536,7583399,12474052,19201206,27170836
-6.0,1888149,4270560,5542019,8569380,10713625,13916802,19399477,19399651,24613964,26749869,31074065,20474,95178,258653,600805,1215363,2232040,3628046,5264673,7585741,9963899,12837971,2958,19852,88153,264553,624487,1279002,2390193,3891648,6162824,8754415,12295538,1897997,4295726,5552159,8600311,10754304,13957590,19468732,19471699,24703570,26853058,31199181,61886,286979,779837,1812279,3663103,6713176,10930470,15855952,22820030,30007149,38654058,9026,59748,265214,794713,1869732,3864835,7188593,11711791,18582551,26341947,37006784
-5.5,3802840,5371788,8312308,10483893,13672071,17801776,19202198,24349428,24346847,28628870,28623891,61980,236431,590191,1319964,2279597,3743516,5722546,7802050,10661383,13411579,17016000,13741,68748,229140,590803,1229623,2387186,4120808,6506452,9381840,12561885,16766817,3809471,5378409,8334189,10528639,13708493,17874879,19271559,24445098,24431713,28738410,28721448,185603,715007,1780717,3965100,6868346,11261912,17240597,23484729,32091244,40401918,51222174,41421,207520,691782,1774149,3695406,7198336,12397806,19577710,28269610,37810222,50493481
-5.0,5441353,7451302,10661860,13780849,16534269,20726910,24151440,27626375,29709975,33958029,36612305,182774,579689,1235977,2412542,3933541,6046314,8689461,11459952,14896905,18079346,21496295,54027,211738,590887,1325629,2479626,4295290,6785964,9959360,13786529,18025934,22417270,5481861,7509556,10757144,13873211,16645152,20853090,24282913,27774426,29872794,34134799,36818741,550936,1743315,3724541,7262131,11835786,18216599,26181561,34523425,44810513,54437117,64712651,163624,636689,1781750,3990744,7454420,12938366,20421133,29996568,41562121,54268106,67502173
-4.5,7035641,12120775,14119732,19597362,23780000,27226821,32398687,32383283,40741823,40741596,48582416,547035,1344430,2529424,4166528,6525951,9404219,12500649,16172518,19989374,23964884,27641528,192824,604902,1464592,2898119,4838579,7623678,11078296,14991475,19585884,24664498,29641496,7013780,12127230,14109506,19609721,23791579,27247508,32434982,32436726,40812793,40817902,48670363,1647229,4053261,7624924,12532925,19643375,28337506,37679837,48712201,60171132,72171835,83246750,583449,1820343,4415024,8719200,14559547,22987277,33344931,45153261,59010580,74264495,89273167
-4.0,12145592,15128374,22024143,23458446,28530446,35424814,35442331,45722669,45734882,48238264,53310474,1342028,2846814,4923045,7834425,10784384,14440153,18477389,22639403,27371511,31863295,36777378,630297,1676533,3255293,5815159,8805623,13002513,17460525,23191414,28364715,34056460,39960267,12204437,15221590,22146522,23576956,28665892,35576772,35569265,45897751,45902397,48426035,53508334,4033069,8579804,14836122,23574672,32492752,43476791,55682194,68227004,82413929,95959712,110766792,1903109,5041086,9813623,17515506,26517302,39194757,52530504,69829409,85524039,102576193,120352400
-3.5,19676373,23527689,25346167,33973192,37538682,41556526,51737663,51754168,51738555,61587305,61568132,3230269,5871328,9045114,13153534,17449988,22606208,27864486,32514708,37574972,42148624,46463966,1963753,4052052,7280859,11285047,15865681,21611052,28215101,34326439,41776059,48055431,55068465,19776603,23614829,25462354,34120108,37677825,41726630,51928243,51961147,51952627,61832875,61831934,9726767,17676346,27248469,39581735,52562450,68064970,83952275,97970685,113124973,126903760,139935366,5907919,12199089,21945339,33967638,47778844,65072767,84933664,103350044,125874041,144706242,165844603
-3.0,20909990,29600848,36434534,36447186,44502581,52664647,52674294,55002019,66938714,66938081,66929604,7055419,11342385,15824803,21227856,27071553,33228974,39562955,45267035,50485091,55909867,61655902,5221267,9278206,14396608,20441417,27157826,34572730,42522197,50903277,58843297,66203634,73547231,21037148,29753433,36598819,36593950,44666388,52855325,52849393,55186243,67183996,67188304,67197661,21234593,34146369,47679428,63875032,81550102,100099186,119202414,136376621,152018435,168318716,185654012,15712692,27931219,43380877,61535736,81737206,104113023,128005643,153283219,177181997,199384606,221495921
-2.5,32224757,36520543,46858910,57090275,59202825,59217031,70716112,80037787,80054706,80014615,88775531,14835230,21285190,27763616,35531337,41710201,48338714,56019494,62431778,68598414,74983551,80065951,12828497,20021825,28296453,37380114,46281119,55933537,65373413,74645986,83648014,91765291,99723850,32345829,36734843,47097389,57355366,59480265,59497767,71012309,80392191,80382984,80390615,89167277,44663136,64116069,83624447,106939096,125585513,145562655,168728835,188094642,206492985,225803055,241157100,38590187,60291452,85253476,112526673,139305389,168417999,196762135,224784307,251828408,276401734,300212765
-2.0,50857649,56997210,56995555,61431971,72869897,86548568,86539255,86555656,86556454,94669277,103072998,28182611,37191774,46469465,55093315,63761923,72692044,79763890,87291454,94417896,100275072,104861797,28730926,39803132,52309675,64329475,75127438,87567262,99017351,108844636,119152214,128385909,136355415,50956600,57084276,57091058,61532386,72993009,86789476,86753228,86776407,86752767,94903953,103339333,84846853,112034863,139903383,165873813,191992285,218917633,240269495,262885376,284243667,302009384,315846802,86536814,119845952,157533285,193647102,226165849,263675358,298097088,327829076,358764636,386583927,410647479
-1.5,57696876,69651283,81387927,88528284,88511560,88529881,88532092,101012450,113880419,119151722,119132508,52055447,63774683,75344186,84975604,95148807,105072676,111908743,121424912,129018412,133534448,142271255,59123568,77219576,90595313,107712095,120669052,135239650,145890489,160633435,169054303,180116318,187000649,57893415,69882931,81618378,88752682,88736023,88767858,88761464,101298668,114183524,119498186,119479147,156757813,192060226,226800027,255828459,286466963,316477538,337068774,365693957,388474973,402194401,428545321,178003838,232550930,272958847,324286370,363300106,407199262,439264387,483718556,508957385,542474058,563161578
-1.0,62477853,67311998,79878930,92215687,104412182,118980876,131239710,131241179,131253745,131228196,131243541,88339355,102457385,115918705,129996668,138889175,146067450,159879802,167075193,174980120,180056263,184142667,118940097,136941746,160030077,175683892,190490249,206744289,223201727,231770583,246636941,255562854,265721147,62797131,67756013,80360054,92712596,104946888,119631586,131899747,131909503,131913170,131911311,131896594,266041019,308524980,349012061,391535676,418281147,439918254,481535627,503125692,527016263,542240937,554593686,358047628,412348533,482063778,529048585,573555179,622670688,672059299,697849179,742602245,769812689,800189820
-0.5,101823144,109841290,109838026,109866731,109857190,109847072,109836129,109840640,109850244,109846843,109848517,139795500,155548190,170113454,185447195,199603760,214668734,223428410,230793125,238945881,246913066,251992369,235917518,259477491,276807892,293798921,309915694,327147498,344559395,362384663,374708617,383836683,394292280,102371963,110333355,110322059,110320456,110326781,110342197,110320756,110327085,110320913,110331293,110327962,421015367,468426148,512386247,558330045,601055474,646547924,672535699,694919259,719497526,743589195,758879322,710316734,781253798,833592548,884834760,933046711,985133730,1037590487,1091204305,1128171644,1156171297,1187398383
0.0,260881053,274166261,287089650,299746897,312213101,327143968,339703417,352556652,365816991,379576260,397281457,262159078,280638528,288078904,295939768,303204831,310944629,318766451,326248383,334377974,342519439,351820758,302336568,330349712,357362342,383864256,408836048,417652985,426529108,435563968,445056395,454272196,464822804,261469578,274754955,287741569,300425771,312997246,327975263,340622494,353473910,366774325,380617097,398357762,789338043,845029780,867489600,891116143,912939534,936267256,959673127,982235742,1007087428,1031509381,1059375468,910414250,994693720,1076076136,1155940523,1231106569,1257643222,1284517209,1311665863,1339961515,1368306207,1399945008
0.5,94389771,102780344,102746935,102757588,102762232,102750241,102769372,102782396,102763966,102767990,102768797,126580392,142167435,156681561,171852373,185996861,201076198,209721010,217086072,225115390,233160901,238181796,217954241,241262587,258583001,275531484,291422890,308739984,326142839,343896567,356241472,365392443,375803233,94935802,103287028,103283871,103279795,103309242,103300022,103302147,103309775,103311407,103302100,103305200,381211018,428132209,471924685,517728828,560254755,605651311,631601358,653779519,678273763,702191668,717394878,656551972,726841053,778765718,829808278,877967423,929920397,982386103,1035829570,1072683877,1100657550,1131847017
1.0,48398046,52921218,65459949,77755132,89891799,104349511,116598729,116576866,116569836,116578108,116594234,80965244,94729324,108006299,121834234,130613450,137729075,151513838,158652256,166550174,171696877,175711064,109596490,127181161,149903560,165355488,179871922,196091329,212336573,220845737,235684253,244759470,254891873,48564069,53141683,65702728,78067636,90253997,104789671,117046126,117035010,117059332,117049775,117047723,243832047,285235570,325149187,367044330,393340743,414844183,456258032,477866570,501721712,517072535,529277754,330114851,383144470,451387030,497972066,541962100,590607838,639718996,665276568,710010748,737235509,767561906
1.5,48162692,59928352,71389789,78286089,78296286,78293858,78280809,90732074,103527266,108761137,108765176,47181049,58461996,69717390,79113196,89086347,98912102,105670141,115047217,122572906,127153518,135899276,54036072,71526325,84542730,101191695,113878635,128339427,138777628,153382808,161670135,172878343,179701098,48279309,60099263,71580993,78571732,78573938,78545150,78576847,91057123,103884979,109136216,109189525,142148689,176112267,209959256,238295630,268348362,297898784,318224042,346567778,369214682,382932451,409326038,162802001,215387927,254536052,304828103,343105242,386478086,418127617,462092842,487187428,520619836,541035175
2.0,41623820,48270076,48256201,52574911,63677447,76981221,76965561,76974695,76971727,85117692,93510490,25295768,33878193,42770916,51125778,59575197,68348267,75286804,82680000,89725901,95606342,100176577,26052685,36560637,48580870,60191713,70725786,82947379,94181221,103876710,114033205,123354850,131208061,41900091,48561093,48561747,52863591,64034130,77371238,77364625,77352236,77369814,85529002,93991105,76172715,102028025,128808127,153989750,179430906,205802233,226746451,249119875,270256623,287961522,301707848,78471190,110099936,146293220,181383701,213002577,249756512,283709574,312946285,343603363,371279428,395159100
2.5,28848399,32415352,42436107,52321311,54173706,54171330,65437360,74590584,74587906,74610888,83391604,13202212,19267835,25402489,32860065,38845363,45316576,52813511,59119485,65161618,71503834,76564075,11491667,18260571,26115034,34822747,43421703,52815057,62052849,71177270,80008477,88163157,95967468,28962850,32496894,42547529,52492325,54374969,54357723,65686931,74875474,74883910,74887180,83702238,39734724,58013289,76525005,98921646,116987954,136410330,159056907,178039925,196208067,215401161,230583365,34647794,54975544,78658317,104907399,130800123,159065729,186910815,214344017,241075337,265400905,289089259
3.0,18196518,26520520,33298784,33282352,41266348,49114284,49122717,51410535,63144322,63175451,63139549,6199768,10170683,14385966,19502779,25127333,31091256,37244379,42810149,47927528,53263980,58974327,4625868,8386200,13202188,18935547,25371591,32515468,40253960,48485139,56250146,63600083,70811619,18242998,26595450,33414357,33411601,41410732,49310558,49328585,51620753,63413310,63405463,63400021,18675954,30627568,43325876,58713944,75665440,93575465,112171268,128907825,144297298,160455571,177621601,13934655,25249577,39721147,57031779,76465219,97986471,121311065,146008337,169455645,191346916,213274204
3.5,15252253,19266028,20782076,29022643,32182569,36105658,46050888,46060010,46058194,55763489,55747684,2818667,5234545,8202879,12080419,16216471,21181912,26292574,30889208,35830666,40357487,44656275,1722673,3634546,6658269,10431167,14834926,20344705,26787360,32786376,40118578,46357396,53290670,15234285,19296983,20803438,29098040,32277927,36185969,46188783,46183420,46192627,55929052,55933307,8476122,15771330,24713192,36400359,48847137,63778140,79253431,92995637,107892833,121535862,134481891,5191933,10955281,20040600,31446659,44689002,61327960,80716695,98686807,120870545,139509109,160538210
4.0,10330491,12746468,19220914,20385094,25462591,32028694,32025879,42084829,42083812,44576555,49577590,1155547,2520115,4434972,7161372,9976206,13480930,17379576,21464266,26093805,30554909,35456846,548766,1492047,2958543,5356056,8196083,12222870,16540833,22128814,27217602,32853727,38686934,10395587,12780872,19278569,20464959,25533232,32129611,32141335,42245273,42252221,44733528,49757567,3478185,7585654,13367047,21578943,30040014,40572650,52396976,64596157,78573171,91993009,106711991,1652574,4496163,8889556,16119615,24706881,36840909,49768934,66605505,81990242,98866761,116510046
4.5,5218571,9850093,11580132,16886979,20693203,23979867,28903403,28902488,37040943,37053779,44822199,466526,1180402,2266195,3782713,6017277,8772529,11754272,15321340,19040229,22955971,26604344,167109,535841,1324250,2655692,4493507,7160443,10491610,14299237,18793970,23796319,28703282,5212936,9863437,11627839,16954197,20796807,24072198,29052817,29044358,37246803,37236741,45040465,1407032,3555640,6825476,11410345,18135389,26428090,35459054,46142402,57334923,69114127,80083126,500558,1610021,3985486,7995647,13530364,21569373,31556623,43060798,56649197,71626341,86474247
5.0,4567488,6406630,9465926,12289524,14990899,18823622,22147564,25414761,27467782,31601659,34253582,154243,505044,1099673,2182540,3613339,5623252,8156868,10856514,14192375,17330992,20716912,46336,185320,528995,1210465,2291191,4023844,6409314,9493358,13231274,17401536,21742752,4586982,6461545,9507840,12376047,15058226,18926989,22246840,25535686,27597025,31735454,34396414,465646,1514503,3310161,6590259,10895455,16932171,24607550,32684751,42741879,52179519,62346633,138236,558406,1596309,3635598,6899037,12117705,19302189,28591087,39894756,52382509,65484040
5.5,3026312,4384032,7048857,9121931,11989320,15992092,17267411,22307832,22304177,26495454,26497206,51027,203615,520930,1186003,2085409,3465228,5358446,7364774,10143846,12863237,16426225,11707,60609,205137,534776,1126798,2231926,3877499,6179893,8992455,12110605,16256511,3020287,4356788,7057689,9113504,12013869,16005656,17295709,22344285,22346179,26560013,26557774,154287,615260,1570991,3577020,6294797,10426056,16152141,22188297,30562664,38724971,49451244,34871,180130,613742,1609182,3398130,6711655,11674379,18615001,27101280,36446785,48987792
6.0,1493682,3554834,4624364,7365045,9445801,12358375,17658477,17652419,22636103,24738917,28990871,16324,80238,225966,536570,1102659,2054205,3388602,4961822,7210318,9546612,12385844,2451,17267,77987,236920,566373,1189217,2240198,3687137,5891418,8428307,11906404,1506123,3574879,4638211,7403691,9482935,12403236,17731155,17730313,22728510,24861559,29108151,50628,242646,680122,1617111,3331434,6190654,10220572,14950249,21719908,28731147,37283830,7270,51474,232788,717125,1712707,3577947,6748442,11097071,17755713,25370646,35884209
